Side,1
PairPath,\\KSG-FSAOI\daten\Verifizierdaten_1\20231018\614581_helles Entek neu\614581_helles Entek neu[3031341]_1\614581_helles Entek neu[3031341]_1_B_1\WorkData\Work.csv
State,Finish
Join,False,0
KindName,
LotNumber,
StartDate,10/18/2023 3:28:58 PM
Check,1,1,14,Pass,-1,-1,-1,
Check,1,1,53,Pass,-1,-1,-1,
Check,1,1,11,Pass,-1,-1,-1,
Check,1,1,59,Pass,-1,-1,-1,
Check,1,1,60,Pass,-1,-1,-1,
Check,1,1,10,Pass,-1,-1,-1,
Check,1,1,54,Pass,-1,-1,-1,
Check,1,1,55,Pass,-1,-1,-1,
Check,1,1,34,Pass,-1,-1,-1,
Check,1,1,50,Pass,-1,-1,-1,
Check,1,1,52,Pass,-1,-1,-1,
Check,1,1,57,Pass,-1,-1,-1,
Check,1,1,51,Pass,-1,-1,-1,
Check,1,1,56,Pass,-1,-1,-1,
Check,1,1,58,Pass,-1,-1,-1,
Check,1,1,37,Pass,-1,-1,-1,
Check,1,1,38,Pass,-1,-1,-1,
Check,1,1,39,Pass,-1,-1,-1,
Check,1,1,40,Pass,-1,-1,-1,
Check,1,1,41,Pass,-1,-1,-1,
Check,1,1,42,Pass,-1,-1,-1,
Check,1,1,43,Pass,-1,-1,-1,
Check,1,1,44,Pass,-1,-1,-1,
Check,1,1,45,Pass,-1,-1,-1,
Check,1,1,46,Pass,-1,-1,-1,
Check,1,1,48,Pass,-1,-1,-1,
Check,1,1,35,Pass,-1,-1,-1,
Check,1,1,49,Pass,-1,-1,-1,
Check,1,1,36,Pass,-1,-1,-1,
Check,1,1,47,Pass,-1,-1,-1,
Check,1,1,9,Pass,-1,-1,-1,
Check,1,1,25,Pass,-1,-1,-1,
Check,1,1,31,Pass,-1,-1,-1,
Check,1,1,32,Pass,-1,-1,-1,
Check,1,1,26,Bad,-1,-1,-1,
Check,1,1,27,Bad,-1,-1,-1,
Check,1,1,28,Bad,-1,-1,-1,
Check,1,1,29,Bad,-1,-1,-1,
Check,1,1,30,Bad,-1,-1,-1,
Check,1,1,33,Bad,-1,-1,-1,
Check,1,2,41,Bad,-1,-1,-1,
Check,1,2,44,Bad,-1,-1,-1,
Check,1,1,7,Pass,-1,-1,-1,
Check,1,1,8,Pass,-1,-1,-1,
Check,1,1,21,Pass,-1,-1,-1,
Check,1,1,22,Pass,-1,-1,-1,
Check,1,1,23,Pass,-1,-1,-1,
Check,1,1,24,Pass,-1,-1,-1,
Check,1,1,2,Pass,-1,-1,-1,
Check,1,1,3,Pass,-1,-1,-1,
Check,1,1,4,Pass,-1,-1,-1,
Check,1,1,5,Pass,-1,-1,-1,
Check,1,1,6,Pass,-1,-1,-1,
Check,1,1,19,Pass,-1,-1,-1,
Check,1,1,18,Pass,-1,-1,-1,
Check,1,1,20,Pass,-1,-1,-1,
Check,1,1,0,Pass,-1,-1,-1,
Check,1,1,1,Pass,-1,-1,-1,
Check,1,1,15,Pass,-1,-1,-1,
Check,1,1,17,Pass,-1,-1,-1,
Check,1,1,16,Pass,-1,-1,-1,
Check,1,1,12,Pass,-1,-1,-1,
Check,1,1,13,Pass,-1,-1,-1,
Check,1,2,1,Pass,-1,-1,-1,
Check,1,2,2,Pass,-1,-1,-1,
Check,1,2,3,Pass,-1,-1,-1,
Check,1,2,64,Pass,-1,-1,-1,
Check,1,2,71,Pass,-1,-1,-1,
Check,1,2,72,Pass,-1,-1,-1,
Check,1,2,77,Pass,-1,-1,-1,
Check,1,2,94,Pass,-1,-1,-1,
Check,1,2,73,Pass,-1,-1,-1,
Check,1,2,74,Pass,-1,-1,-1,
Check,1,2,75,Pass,-1,-1,-1,
Check,1,2,76,Pass,-1,-1,-1,
Check,1,2,95,Pass,-1,-1,-1,
Check,1,2,96,Pass,-1,-1,-1,
Check,1,2,97,Pass,-1,-1,-1,
Check,1,2,98,Pass,-1,-1,-1,
Check,1,2,81,Pass,-1,-1,-1,
Check,1,2,83,Pass,-1,-1,-1,
Check,1,2,84,Pass,-1,-1,-1,
Check,1,2,87,Pass,-1,-1,-1,
Check,1,2,91,Pass,-1,-1,-1,
Check,1,2,92,Pass,-1,-1,-1,
Check,1,2,93,Pass,-1,-1,-1,
Check,1,2,54,Pass,-1,-1,-1,
Check,1,2,57,Pass,-1,-1,-1,
Check,1,2,58,Pass,-1,-1,-1,
Check,1,2,59,Pass,-1,-1,-1,
Check,1,2,60,Pass,-1,-1,-1,
Check,1,2,62,Pass,-1,-1,-1,
Check,1,2,63,Pass,-1,-1,-1,
Check,1,2,37,Pass,-1,-1,-1,
Check,1,2,45,Pass,-1,-1,-1,
Check,1,2,52,Pass,-1,-1,-1,
Check,1,2,53,Pass,-1,-1,-1,
Check,1,2,55,Pass,-1,-1,-1,
Check,1,2,56,Pass,-1,-1,-1,
Check,1,2,66,Pass,-1,-1,-1,
Check,1,2,20,Pass,-1,-1,-1,
Check,1,2,21,Pass,-1,-1,-1,
Check,1,2,38,Pass,-1,-1,-1,
Check,1,2,61,Pass,-1,-1,-1,
Check,1,2,65,Pass,-1,-1,-1,
Check,1,2,67,Pass,-1,-1,-1,
Check,1,2,68,Pass,-1,-1,-1,
Check,1,2,69,Pass,-1,-1,-1,
Check,1,2,70,Pass,-1,-1,-1,
Check,1,2,88,Pass,-1,-1,-1,
Check,1,2,89,Pass,-1,-1,-1,
Check,1,2,90,Pass,-1,-1,-1,
Check,1,2,48,Pass,-1,-1,-1,
